X-ID,Chanage,Directon,UTM_X,UTM_Y,x,y,,Distance,RL_m(PWD),Remarks,Surveyor Name,XsectionNo,origin_x,origin_y,del_s,chn
21,1900,L to R,,,735298,2464659,,19,-0.34,CL,,GBR_20,735370.5714,2465740.571,1084.002969,1084.002969
21,1900,L to R,,,735297.1111,2464658.111,,20,-0.08,,,GBR_20,,,,
21,1900,L to R,,,735296.2222,2464657.222,,21,0.11,,,GBR_20,,,,
21,1900,L to R,,,735295.3333,2464656.333,,22,0.33,,,GBR_20,,,,
21,1900,L to R,,,735294.4444,2464655.444,,23,0.44,,,GBR_20,,,,
21,1900,L to R,,,735293.5556,2464654.556,,24,0.38,,,GBR_20,,,,
21,1900,L to R,,,735292.6667,2464653.667,,25,0.48,,,GBR_20,,,,
21,1900,L to R,,,735291.7778,2464652.778,,26,0.82,,,GBR_20,,,,
21,1900,L to R,,,735290.8889,2464651.889,,27,0.98,,,GBR_20,,,,
21,1900,L to R,735290,2464651,735290,2464651,,28,1.22,RB,,GBR_20,,,,
21,1900,L to R,,,735289.1111,2464650.111,,29,1.27,,,GBR_20,,,,
21,1900,L to R,,,735287.3333,2464648.333,,31,1.19,,,GBR_20,,,,
21,1900,L to R,,,735285.5556,2464646.556,,33,1.75,Dyke,,GBR_20,,,,
21,1900,L to R,,,735285.1111,2464646.111,,33.5,1.75,Dyke,,GBR_20,,,,
21,1900,L to R,,,735283.7778,2464644.778,,35,0.64,Fishari,,GBR_20,,,,
21,1900,L to R,,,735281.1111,2464642.111,,38,0.76,Fishari,,GBR_20,,,,
22,2000,L to R,,,735216.8421,2464708.421,,0,0.79,Fishari,,GBR_21,,,,
22,2000,L to R,,,735216.6316,2464706.316,,2,0.92,Fishari,,GBR_21,,,,
22,2000,L to R,,,735216.5263,2464705.263,,3,1.56,Fishari,,GBR_21,,,,
22,2000,L to R,,,735216.3158,2464703.158,,5,1.64,Dyke,,GBR_21,,,,
22,2000,L to R,735216,2464700,735216,2464700,,8,1.75,LB,,GBR_21,,,,
22,2000,L to R,,,735215.8947,2464698.947,,9,1.57,,,GBR_21,,,,
22,2000,L to R,,,735215.7895,2464697.895,,10,0.75,,,GBR_21,,,,
22,2000,L to R,,,735215.6842,2464696.842,,11,0.36,,,GBR_21,,,,
22,2000,L to R,,,735215.5789,2464695.789,,12,0.11,,,GBR_21,,,,
22,2000,L to R,,,735215.4737,2464694.737,,13,0.05,,,GBR_21,,,,
22,2000,L to R,,,735215.3684,2464693.684,,14,-0.16,,,GBR_21,,,,
22,2000,L to R,,,735215.2632,2464692.632,,15,-0.29,CL,,GBR_21,735370.5714,2465740.571,1059.385097,1059.385097
22,2000,L to R,,,735215.1579,2464691.579,,16,-0.03,,,GBR_21,,,,
22,2000,L to R,,,735215.0526,2464690.526,,17,0.14,,,GBR_21,,,,
22,2000,L to R,,,735214.9474,2464689.474,,18,0.18,,,GBR_21,,,,
22,2000,L to R,,,735214.8421,2464688.421,,19,0.24,,,GBR_21,,,,
22,2000,L to R,,,735214.7368,2464687.368,,20,0.39,,,GBR_21,,,,
22,2000,L to R,,,735214.6316,2464686.316,,21,0.83,RB,,GBR_21,,,,
22,2000,L to R,,,735214.5263,2464685.263,,22,0.86,,,GBR_21,,,,
22,2000,L to R,,,735214.4211,2464684.211,,23,0.76,,,GBR_21,,,,
22,2000,L to R,,,735214.3158,2464683.158,,24,0.73,,,GBR_21,,,,
22,2000,L to R,,,735214.2105,2464682.105,,25,0.78,,,GBR_21,,,,
22,2000,L to R,,,735214.1053,2464681.053,,26,1.33,,,GBR_21,,,,
22,2000,L to R,735214,2464680,735214,2464680,,27,1.83,Dyke,,GBR_21,,,,
22,2000,L to R,,,735213.9474,2464679.474,,27.5,1.83,Dyke,,GBR_21,,,,
22,2000,L to R,,,735213.6842,2464676.842,,30,0.59,Fishari,,GBR_21,,,,
22,2000,L to R,,,735213.1579,2464671.579,,35,0.53,Fishari,,GBR_21,,,,
23,2100,L to R,,,735115.9091,2464692,,0,0.57,Fishari,,GBR_22,,,,
23,2100,L to R,,,735117.8182,2464689,,3,0.59,Fishari,,GBR_22,,,,
23,2100,L to R,,,735119.7273,2464686,,6,1.2,Fishari,,GBR_22,,,,
23,2100,L to R,,,735120.3636,2464685,,7,1.25,Fishari,,GBR_22,,,,
23,2100,L to R,,,735120.6818,2464684.5,,7.5,1.59,Dyke,,GBR_22,,,,
23,2100,L to R,735121,2464684,735121,2464684,,8,1.59,LB,,GBR_22,,,,
23,2100,L to R,,,735121.6364,2464683,,9,0.76,,,GBR_22,,,,
23,2100,L to R,,,735122.2727,2464682,,10,0.79,,,GBR_22,,,,
23,2100,L to R,,,735122.9091,2464681,,11,0.26,,,GBR_22,,,,
23,2100,L to R,,,735123.5455,2464680,,12,0.15,,,GBR_22,,,,
23,2100,L to R,,,735124.1818,2464679,,13,-0.1,CL,,GBR_22,735370.5714,2465740.571,1089.789348,1089.789348
23,2100,L to R,,,735124.8182,2464678,,14,-0.13,,,GBR_22,,,,
23,2100,L to R,,,735125.4545,2464677,,15,-0.1,,,GBR_22,,,,
23,2100,L to R,,,735126.0909,2464676,,16,0.16,,,GBR_22,,,,
23,2100,L to R,,,735126.7273,2464675,,17,0.41,,,GBR_22,,,,
23,2100,L to R,,,735127.3636,2464674,,18,0.84,,,GBR_22,,,,
23,2100,L to R,735128,2464673,735128,2464673,,19,1.52,RB,,GBR_22,,,,
23,2100,L to R,,,735128.3182,2464672.5,,19.5,1.52,Dyke,,GBR_22,,,,
23,2100,L to R,,,735129.2727,2464671,,21,0.62,Fishari,,GBR_22,,,,
23,2100,L to R,,,735130.5455,2464669,,23,0.27,Fishari,,GBR_22,,,,
23,2100,L to R,,,735132.4545,2464666,,26,0.29,Fishari,,GBR_22,,,,
23,2100,L to R,,,735135,2464662,,30,0.33,Fishari,,GBR_22,,,,
24,2200,L to R,,,735064.6667,2464601.333,,0,0.58,Fishari,,GBR_23,,,,
24,2200,L to R,,,735068.6667,2464600.333,,3,0.48,Fishari,,GBR_23,,,,
24,2200,L to R,,,735070,2464600,,4,0.5,Fishari,,GBR_23,,,,
24,2200,L to R,,,735071.3333,2464599.667,,5,1.12,Fishari,,GBR_23,,,,
24,2200,L to R,,,735072.6667,2464599.333,,6,1.28,Fishari,,GBR_23,,,,
24,2200,L to R,,,735073.3333,2464599.167,,6.5,1.6,Dyke,,GBR_23,,,,
24,2200,L to R,735074,2464599,735074,2464599,,7,1.6,LB,,GBR_23,,,,
24,2200,L to R,,,735075.3333,2464598.667,,8,1.02,,,GBR_23,,,,
24,2200,L to R,,,735076.6667,2464598.333,,9,0.47,,,GBR_23,,,,
24,2200,L to R,,,735078,2464598,,10,0.19,,,GBR_23,,,,
24,2200,L to R,,,735079.3333,2464597.667,,11,-0.12,,,GBR_23,,,,
24,2200,L to R,,,735080.6667,2464597.333,,12,-0.03,CL,,GBR_23,735370.5714,2465740.571,1179.422681,1179.422681
24,2200,L to R,,,735082,2464597,,13,-0.16,,,GBR_23,,,,
24,2200,L to R,,,735083.3333,2464596.667,,14,0.37,,,GBR_23,,,,
24,2200,L to R,,,735084.6667,2464596.333,,15,0.54,,,GBR_23,,,,
24,2200,L to R,735086,2464596,735086,2464596,,16,1.2,RB,,GBR_23,,,,
24,2200,L to R,,,735087.3333,2464595.667,,17,1.62,Dyke,,GBR_23,,,,
24,2200,L to R,,,735087.3333,2464595.667,,17,1.62,Fishari,,GBR_23,,,,
24,2200,L to R,,,735090,2464595,,19,0.83,Fishari,,GBR_23,,,,
24,2200,L to R,,,735092.6667,2464594.333,,21,0.66,Fishari,,GBR_23,,,,
24,2200,L to R,,,735095.3333,2464593.667,,23,0.47,Fishari,,GBR_23,,,,
24,2200,L to R,,,735099.3333,2464592.667,,26,0.52,Fishari,,GBR_23,,,,
24,2200,L to R,,,735104.6667,2464591.333,,30,0.49,Fishari,,GBR_23,,,,
25,2300,L to R,,,735066.9231,2464519.231,,0,0.69,Fishari,,GBR_24,,,,
25,2300,L to R,,,735071.5385,2464520.385,,5,0.79,Fishari,,GBR_24,,,,
25,2300,L to R,,,735074.3077,2464521.077,,8,0.8,Fishari,,GBR_24,,,,
25,2300,L to R,,,735076.1538,2464521.538,,10,0.8,Fishari,,GBR_24,,,,
25,2300,L to R,,,735077.0769,2464521.769,,11,0.97,Fishari,,GBR_24,,,,
25,2300,L to R,,,735077.5385,2464521.885,,11.5,1.23,Dyke,,GBR_24,,,,
25,2300,L to R,735078,2464522,735078,2464522,,12,1.24,LB,,GBR_24,,,,
25,2300,L to R,,,735078.9231,2464522.231,,13,0.86,,,GBR_24,,,,
25,2300,L to R,,,735079.8462,2464522.462,,14,0.66,,,GBR_24,,,,
25,2300,L to R,,,735080.7692,2464522.692,,15,0.59,,,GBR_24,,,,
25,2300,L to R,,,735081.6923,2464522.923,,16,0.48,,,GBR_24,,,,
25,2300,L to R,,,735082.6154,2464523.154,,17,0.19,,,GBR_24,,,,
25,2300,L to R,,,735083.5385,2464523.385,,18,-0.14,CL,,GBR_24,735370.5714,2465740.571,1250.571727,1250.571727
25,2300,L to R,,,735084.4615,2464523.615,,19,0.02,,,GBR_24,,,,
25,2300,L to R,,,735085.3846,2464523.846,,20,0.24,,,GBR_24,,,,
25,2300,L to R,,,735086.3077,2464524.077,,21,0.24,,,GBR_24,,,,
25,2300,L to R,,,735087.2308,2464524.308,,22,0.49,,,GBR_24,,,,
25,2300,L to R,,,735088.1538,2464524.538,,23,0.62,,,GBR_24,,,,
25,2300,L to R,,,735089.0769,2464524.769,,24,0.9,,,GBR_24,,,,
25,2300,L to R,735090,2464525,735090,2464525,,25,1.55,RB,,GBR_24,,,,
25,2300,L to R,,,735090.4615,2464525.115,,25.5,1.57,Dyke,,GBR_24,,,,
25,2300,L to R,,,735091.8462,2464525.462,,27,0.77,Fishari,,GBR_24,,,,
25,2300,L to R,,,735094.6154,2464526.154,,30,0.54,Fishari,,GBR_24,,,,
25,2300,L to R,,,735096.4615,2464526.615,,32,0.46,Fishari,,GBR_24,,,,
25,2300,L to R,,,735099.2308,2464527.308,,35,0.48,Fishari,,GBR_24,,,,
26,2400,L to R,,,735054.6,2464427.6,,0,0.59,Fishari,,GBR_25,,,,
26,2400,L to R,,,735057.2667,2464423.6,,5,0.64,Fishari,,GBR_25,,,,
26,2400,L to R,,,735059.9333,2464419.6,,10,0.61,Fishari,,GBR_25,,,,
26,2400,L to R,,,735061,2464418,,12,1.44,Dyke,,GBR_25,,,,
26,2400,L to R,,,735061.5333,2464417.2,,13,1.41,Dyke,,GBR_25,,,,
26,2400,L to R,,,735062.0667,2464416.4,,14,0.7,,,GBR_25,,,,
26,2400,L to R,,,735063.1333,2464414.8,,16,0.7,,,GBR_25,,,,
26,2400,L to R,,,735064.2,2464413.2,,18,0.69,,,GBR_25,,,,
26,2400,L to R,,,735064.7333,2464412.4,,19,1.24,Dyke,,GBR_25,,,,
26,2400,L to R,735065,2464412,735065,2464412,,19.5,1.24,LB,,GBR_25,,,,
26,2400,L to R,,,735065.2667,2464411.6,,20,0.94,,,GBR_25,,,,
26,2400,L to R,,,735065.8,2464410.8,,21,0.51,,,GBR_25,,,,
26,2400,L to R,,,735066.3333,2464410,,22,0.33,,,GBR_25,,,,
26,2400,L to R,,,735066.8667,2464409.2,,23,0.21,,,GBR_25,,,,
26,2400,L to R,,,735067.4,2464408.4,,24,0.11,,,GBR_25,,,,
26,2400,L to R,,,735067.9333,2464407.6,,25,0.11,,,GBR_25,,,,
26,2400,L to R,,,735068.4667,2464406.8,,26,0.11,CL,,GBR_25,735370.5714,2465740.571,1367.557067,1367.557067
26,2400,L to R,,,735069,2464406,,27,0.07,,,GBR_25,,,,
26,2400,L to R,,,735069.5333,2464405.2,,28,0.1,,,GBR_25,,,,
26,2400,L to R,,,735070.0667,2464404.4,,29,0.09,,,GBR_25,,,,
26,2400,L to R,,,735070.6,2464403.6,,30,0.11,,,GBR_25,,,,
26,2400,L to R,,,735071.1333,2464402.8,,31,0.08,,,GBR_25,,,,
26,2400,L to R,,,735071.1333,2464402.8,,31,0.78,,,GBR_25,,,,
26,2400,L to R,,,735071.6667,2464402,,32,1.17,,,GBR_25,,,,
26,2400,L to R,,,735072.2,2464401.2,,33,1.53,,,GBR_25,,,,
26,2400,L to R,735073,2464400,735073,2464400,,34.5,1.79,RB,,GBR_25,,,,
26,2400,L to R,,,735073.8,2464398.8,,36,1.79,Dyke,,GBR_25,,,,
26,2400,L to R,,,735074.8667,2464397.2,,38,0.99,Fishari,,GBR_25,,,,
26,2400,L to R,,,735075.9333,2464395.6,,40,0.67,Fishari,,GBR_25,,,,
26,2400,L to R,,,735077,2464394,,42,0.55,Fishari,,GBR_25,,,,
27,2495,L to R,,,734983.0909,2464421.909,,0,0.48,Fishari,,GBR_26,,,,
27,2495,L to R,,,734981.4545,2464419.545,,3,0.45,Fishari,,GBR_26,,,,
27,2495,L to R,,,734980.9091,2464418.758,,4,0.48,Fishari,,GBR_26,,,,
27,2495,L to R,,,734980.3636,2464417.97,,5,1.03,Fishari,,GBR_26,,,,
27,2495,L to R,,,734979.2727,2464416.394,,7,1.3,Dyke,,GBR_26,,,,
27,2495,L to R,734979,2464416,734979,2464416,,7.5,1.32,LB,,GBR_26,,,,
27,2495,L to R,,,734978.7273,2464415.606,,8,1.03,,,GBR_26,,,,
27,2495,L to R,,,734978.1818,2464414.818,,9,0.52,,,GBR_26,,,,
27,2495,L to R,,,734977.6364,2464414.03,,10,0.37,,,GBR_26,,,,
27,2495,L to R,,,734977.0909,2464413.242,,11,0.2,,,GBR_26,,,,
27,2495,L to R,,,734976.5455,2464412.455,,12,0.02,,,GBR_26,,,,
27,2495,L to R,,,734976,2464411.667,,13,0.1,,,GBR_26,,,,
27,2495,L to R,,,734975.4545,2464410.879,,14,0.12,,,GBR_26,,,,
27,2495,L to R,,,734974.9091,2464410.091,,15,0.1,,,GBR_26,,,,
27,2495,L to R,,,734974.3636,2464409.303,,16,0,Cl,,GBR_26,735370.5714,2465740.571,1388.976281,1388.976281
27,2495,L to R,,,734973.8182,2464408.515,,17,0.05,,,GBR_26,,,,
27,2495,L to R,,,734973.2727,2464407.727,,18,0,,,GBR_26,,,,
27,2495,L to R,,,734972.7273,2464406.939,,19,0,,,GBR_26,,,,
27,2495,L to R,,,734972.1818,2464406.152,,20,0.03,,,GBR_26,,,,
27,2495,L to R,,,734971.6364,2464405.364,,21,0.31,,,GBR_26,,,,
27,2495,L to R,,,734971.0909,2464404.576,,22,0.32,,,GBR_26,,,,
27,2495,L to R,,,734970.5455,2464403.788,,23,0.95,,,GBR_26,,,,
27,2495,L to R,734970,2464403,734970,2464403,,24,1.48,RB,,GBR_26,,,,
27,2495,L to R,,,734969.7273,2464402.606,,24.5,1.48,Dyke,,GBR_26,,,,
27,2495,L to R,,,734968.9091,2464401.424,,26,0.31,Drian,,GBR_26,,,,
27,2495,L to R,,,734967.8182,2464399.848,,28,0.21,Drian,,GBR_26,,,,
27,2495,L to R,,,734966.7273,2464398.273,,30,0.55,Drian,,GBR_26,,,,
27,2495,L to R,,,734965.6364,2464396.697,,32,1.41,Dyke,,GBR_26,,,,
27,2495,L to R,,,734965.0909,2464395.909,,33,1.47,Dyke,,GBR_26,,,,
